,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name
5559,North Melbourne,2/100 Curzon St,888000,-37.8016,144.9486,t,2.3,Melbourne,Yes
5560,North Melbourne,16 Scotia St,1325000,-37.8014,144.949,h,2.3,Melbourne,Yes
5561,North Melbourne,107/33 Wreckyn St,368000,-37.8,144.9542,u,2.3,Melbourne,Yes
5562,North Melbourne,15A Lothian St,1300000,-37.804,144.9441,t,2.3,Melbourne,Yes
5563,North Melbourne,23/43 Haines St,450000,-37.7988,144.9478,u,2.3,Melbourne,Yes
5564,North Melbourne,6 Shiel St,1385000,-37.7976,144.944,h,2.3,Melbourne,Yes
5565,North Melbourne,44 Byron St,990000,-37.8016,144.9508,h,2.3,Melbourne,Yes
5566,North Melbourne,2/150 Arden St,440000,-37.8004,144.9465,u,2.3,Melbourne,Yes
5567,North Melbourne,12/700 Queensberry St,606000,-37.8022,144.9439,u,2.3,Melbourne,Yes
5568,North Melbourne,103/25 Byron St,450000,-37.802,144.9516,u,2.3,Melbourne,Yes
5569,North Melbourne,3 Murphy St,1470000,-37.7977,144.9512,h,2.3,Melbourne,Yes
5570,North Melbourne,5/97 Oshanassy St,591500,-37.8004,144.9465,u,2.3,Melbourne,Yes
5571,North Melbourne,8/201 Abbotsford St,1300000,-37.8029,144.9452,t,2.3,Melbourne,Yes
5572,North Melbourne,18 Melrose St,1010000,-37.795,144.942,h,2.3,Melbourne,Yes
5573,North Melbourne,674 Victoria St,1266000,-37.8043,144.9437,h,2.3,Melbourne,Yes
5574,North Melbourne,509/30 Wreckyn St,620000,-37.8004,144.9544,u,2.3,Melbourne,Yes
5577,North Melbourne,3/369 Abbotsford St,540000,-37.7981,144.9461,u,2.3,Melbourne,Yes
5579,North Melbourne,443 Abbotsford St,1200000,-37.7959,144.9464,h,2.3,Melbourne,Yes
5580,North Melbourne,306/350 Victoria St,630000,-37.8055,144.9547,u,2.3,Melbourne,Yes
5582,North Melbourne,21/70 Oshanassy St,560000,-37.7997,144.9472,u,2.3,Melbourne,Yes
5583,North Melbourne,20 Scotia St,800000,-37.8014,144.9488,h,2.3,Melbourne,Yes
5584,North Melbourne,1/109 Arden St,665500,-37.8009,144.9471,u,2.3,Melbourne,Yes
5585,North Melbourne,14/7 Curran St,550055,-37.7926,144.9441,u,2.3,Melbourne,Yes
5586,North Melbourne,11/368 Dryburgh St,358000,-37.7971,144.9448,u,2.3,Melbourne,Yes
5587,North Melbourne,103/171 Flemington Rd,320000,-37.7955,144.9492,u,2.3,Melbourne,Yes
5588,North Melbourne,10 Munster Tce,1000000,-37.8039,144.9424,t,2.3,Melbourne,Yes
5589,North Melbourne,203/150 Peel St,598000,-37.8044,144.9566,u,2.3,Melbourne,Yes
5590,North Melbourne,2/101 Leveson St,950000,-37.802,144.951,u,2.3,Melbourne,Yes
5591,North Melbourne,15 Mary St,1065000,-37.7994,144.9521,t,2.3,Melbourne,Yes
5592,North Melbourne,12 Curzon St,885000,-37.8044,144.9481,h,2.3,Melbourne,Yes
5593,North Melbourne,11/19 Wood St,587134,-37.7976,144.9454,u,2.3,Melbourne,Yes
5843,Parkville,50 Strickland Rd,1230000,-37.7767,144.9403,h,2.6,Melbourne,Yes
5844,Parkville,12/238 The Avenue,1360000,-37.7818,144.9576,u,2.6,Melbourne,Yes
5846,Parkville,92 Fitzgibbon St,1805000,-37.7939,144.9572,h,2.6,Melbourne,Yes
5847,Parkville,14/18 Lennon St,352500,-37.7864,144.9409,u,2.6,Melbourne,Yes
5850,Parkville,47/202 The Avenue,395000,-37.7827,144.9575,u,2.6,Melbourne,Yes
5851,Parkville,9/18 Lennon St,307000,-37.7864,144.9409,h,2.6,Melbourne,Yes
5852,Parkville,152 Park Dr,2200000,-37.7928,144.9575,h,2.6,Melbourne,Yes
5853,Parkville,105/459 Royal Pde,485000,-37.7823,144.9593,u,2.6,Melbourne,Yes
5855,Parkville,168 Gatehouse St,1717500,-37.7933,144.9556,h,2.6,Melbourne,Yes
5856,Parkville,199 Park Dr,1265000,-37.7931,144.9565,h,2.6,Melbourne,Yes
5857,Parkville,5/361 Royal Pde,401000,-37.7852,144.9589,u,2.6,Melbourne,Yes
5858,Parkville,84 Story St,2375000,-37.7965,144.9544,h,2.6,Melbourne,Yes
5860,Parkville,66 Fitzgibbon St,1851000,-37.7948,144.9571,h,2.6,Melbourne,Yes
5861,Parkville,11/2 MacArthur Rd,734600,-37.7896,144.9584,u,2.6,Melbourne,Yes
5862,Parkville,110 Gatehouse St,1928000,-37.7944,144.9542,h,2.6,Melbourne,Yes
5863,Parkville,12/196 The Avenue,526000,-37.7829,144.9574,u,2.6,Melbourne,Yes
5864,Parkville,187 Park Dr,2236000,-37.7934,144.9562,h,2.6,Melbourne,Yes
5865,Parkville,12/228 The Avenue,500000,-37.7821,144.9576,u,2.6,Melbourne,Yes
5866,Parkville,28/238 The Avenue,1403000,-37.7818,144.9576,u,2.6,Melbourne,Yes
5867,Parkville,14 Carrangall Pl,965000,-37.7795,144.9413,h,2.6,Melbourne,Yes
5868,Parkville,10/238 The Avenue,1040000,-37.7818,144.9576,u,2.6,Melbourne,Yes
5869,Parkville,9/196 The Avenue,526000,-37.7829,144.9574,u,2.6,Melbourne,Yes
5870,Parkville,17/248 The Avenue,750000,-37.7813,144.9578,u,2.6,Melbourne,Yes
6000,Port Melbourne,903/107 Beach St,1100000,-37.8405,144.9319,u,3.8,Port Phillip,Not found
6003,Port Melbourne,171 Bridge St,1240000,-37.836,144.9419,h,3.8,Port Phillip,Not found
6006,Port Melbourne,22 Gellibrand Rd,1800000,-37.8384,144.923,h,3.8,Port Phillip,Not found
6007,Port Melbourne,40 Nelson St,1150000,-37.8359,144.9342,h,3.8,Port Phillip,Not found
6008,Port Melbourne,130 Nott St,985000,-37.8385,144.9409,h,3.8,Port Phillip,Not found
6009,Port Melbourne,106/216 Rouse St,1200000,-37.841,144.9379,u,3.8,Port Phillip,Not found
6010,Port Melbourne,36/3 Seisman Pl,1340000,-37.8424,144.9449,u,3.8,Port Phillip,Not found
6011,Port Melbourne,175 Stokes St,2200000,-37.8381,144.9391,h,3.8,Port Phillip,Not found
6012,Port Melbourne,366 Williamstown Rd,2105000,-37.8349,144.9266,h,3.8,Port Phillip,Not found
6013,Port Melbourne,404/101 Bay St,550000,-37.8408,144.94,u,3.8,Port Phillip,Not found
6014,Port Melbourne,802/127 Beach St,1250000,-37.8399,144.9287,u,3.8,Port Phillip,Not found
6015,Port Melbourne,111/99 Dow St,575000,-37.8415,144.9412,u,3.8,Port Phillip,Not found
6016,Port Melbourne,66 Dunstan Pde,1915000,-37.8371,144.921,h,3.8,Port Phillip,Not found
6018,Port Melbourne,22 Park Sq,1630000,-37.8395,144.9343,h,3.8,Port Phillip,Not found
6019,Port Melbourne,467 Bay St,1000000,-37.8327,144.9474,h,3.8,Melbourne,Yes
6020,Port Melbourne,89 Cruikshank St,1470000,-37.8382,144.9469,h,3.8,Port Phillip,Not found
6021,Port Melbourne,212/50 Dow St,725000,-37.8431,144.9403,u,3.8,Port Phillip,Not found
6022,Port Melbourne,175 Farrell St,1234500,-37.8329,144.9375,h,3.8,Port Phillip,Yes
6023,Port Melbourne,2/2 Graham St,600000,-37.8424,144.9449,u,3.8,Melbourne,Not found
6024,Port Melbourne,164 Liardet St,1342000,-37.8375,144.941,h,3.8,Port Phillip,Not found
6025,Port Melbourne,510/166 Rouse St,500000,-37.8416,144.939,u,3.8,Port Phillip,Not found
6026,Port Melbourne,304/38 Nott St,795000,-37.8416,144.9381,u,3.8,Melbourne,Not found
6027,Port Melbourne,130/70 Nott St,590000,-37.8404,144.9391,u,3.8,Melbourne,Not found
6028,Port Melbourne,89 Raglan St,1502000,-37.8343,144.9452,h,3.8,Port Phillip,Yes
6029,Port Melbourne,6/157 Beach St,1100000,-37.8392,144.9257,u,3.8,Port Phillip,Not found
6030,Port Melbourne,13 Canberra Pde,1421000,-37.8393,144.9336,h,3.8,Port Phillip,Not found
6031,Port Melbourne,414/99 Dow St,845000,-37.8415,144.9412,u,3.8,Port Phillip,Not found
6032,Port Melbourne,7/55 Johnston St,720000,-37.8434,144.9435,u,3.8,Port Phillip,Not found
6033,Port Melbourne,218 Nott St,1275000,-37.8351,144.9441,h,3.8,Melbourne,Yes
6034,Port Melbourne,106 Ross St,1000000,-37.8357,144.9376,h,3.8,Melbourne,Not found
6035,Port Melbourne,255 Ross St,1820000,-37.8331,144.9412,h,3.8,Melbourne,Yes
6036,Port Melbourne,401/216 Rouse St,420000,-37.841,144.9379,u,3.8,Port Phillip,Not found
6037,Port Melbourne,306/77 Nott St,600000,-37.8407,144.9383,u,3.8,Port Phillip,Not found
6038,Port Melbourne,143 Pickles St,1916000,-37.8393,144.947,h,3.8,Port Phillip,Not found
6039,Port Melbourne,27/4 Seisman Pl,577000,-37.8424,144.9449,u,3.8,Port Phillip,Not found
6040,Port Melbourne,4/200 Bay St,655000,-37.8392,144.9421,u,3.8,Melbourne,Not found
6041,Port Melbourne,404 Bay St,1016500,-37.8352,144.9458,h,3.8,Melbourne,Yes
6042,Port Melbourne,44 Cruikshank St,1350000,-37.8395,144.9462,h,3.8,Melbourne,Not found
6044,Port Melbourne,95 Heath St,1560000,-37.8346,144.9448,h,3.8,Port Phillip,Yes
6045,Port Melbourne,37/85 Rouse St,1035000,-37.8435,144.9415,u,3.8,Port Phillip,Not found
6046,Port Melbourne,133/95 Rouse St,1070000,-37.8435,144.9415,u,3.8,Port Phillip,Not found
6047,Port Melbourne,172 Albert St,1060000,-37.8346,144.9373,h,3.8,Port Phillip,Not found
6048,Port Melbourne,405/155 Beach St,1610000,-37.8392,144.9257,u,3.8,Port Phillip,Not found
6051,Port Melbourne,243 Graham St,1101000,-37.8393,144.9386,h,3.8,Melbourne,Not found
6052,Port Melbourne,2/8 Thomas St,880000,-37.8359,144.9358,h,3.8,Port Phillip,Not found
6053,Port Melbourne,205/50 Dow St,730000,-37.8431,144.9403,u,3.8,Port Phillip,Not found
6055,Port Melbourne,8 Garton St,1080000,-37.8338,144.9474,h,3.8,Port Phillip,Yes
6056,Port Melbourne,205 Heath St,1115000,-37.8322,144.947,h,3.8,Port Phillip,Yes
6057,Port Melbourne,413/54 Nott St,516000,-37.8407,144.9389,u,3.8,Port Phillip,Not found
6058,Port Melbourne,75 Swallow St,1753000,-37.8381,144.9329,h,3.8,Port Phillip,Not found
6059,Port Melbourne,29 Alfred St,825000,-37.835,144.9373,h,3.8,Port Phillip,Not found
6060,Port Melbourne,516/99 Dow St,820000,-37.8415,144.9412,u,3.8,Port Phillip,Not found
6061,Port Melbourne,39 Heath St,900000,-37.8356,144.9439,h,3.8,Port Phillip,Yes
6062,Port Melbourne,146 Dow St,2350000,-37.8407,144.9424,h,3.8,Port Phillip,Not found
6063,Port Melbourne,139 Cruikshank St,1565000,-37.8371,144.9478,t,3.8,Port Phillip,Yes
6066,Port Melbourne,59 Heath St,1670000,-37.8353,144.9442,h,3.8,Port Phillip,Yes
6067,Port Melbourne,180 Station St,1402000,-37.8332,144.945,h,3.8,Port Phillip,Yes
6070,Port Melbourne,9 The Cove,1570000,-37.8382,144.9272,h,3.8,Port Phillip,Not found
6071,Port Melbourne,159 Albert St,1515000,-37.8347,144.9368,h,3.8,Port Phillip,Not found
6073,Port Melbourne,189 Station St,1155000,-37.8329,144.9455,h,3.8,Port Phillip,Yes
6074,Port Melbourne,95 Station St,1150000,-37.8361,144.9403,h,3.8,Port Phillip,Not found
6076,Port Melbourne,34 Bridge St,875000,-37.8381,144.9465,h,3.8,Melbourne,Not found
6077,Port Melbourne,220/99 Dow St,625000,-37.8415,144.9412,u,3.8,Port Phillip,Not found
6078,Port Melbourne,230 Nott St,1384000,-37.8348,144.9443,h,3.8,Melbourne,Yes
6079,Port Melbourne,103/2 Pier St,1405000,-37.84,144.9275,u,3.8,Port Phillip,Not found
6080,Port Melbourne,309/166 Rouse St,655000,-37.8416,144.939,u,3.8,Port Phillip,Not found
6081,Port Melbourne,503/99 Nott St,456000,-37.8405,144.9385,u,3.8,Port Phillip,Not found
6082,Port Melbourne,801/65 Beach St,2260000,-37.842,144.9364,u,3.8,Port Phillip,Not found
6083,Port Melbourne,153 Dow St,1130000,-37.8404,144.9422,h,3.8,Port Phillip,Not found
6084,Port Melbourne,41 Dunstan Pde,1305000,-37.8369,144.9183,h,3.8,Port Phillip,Not found
6085,Port Melbourne,202/115 Nott St,720000,-37.84,144.939,u,3.8,Melbourne,Not found
6086,Port Melbourne,206 Nott St,1130000,-37.8356,144.9436,h,3.8,Melbourne,Yes
6087,Port Melbourne,410/54 Nott St,520000,-37.8407,144.9389,u,3.8,Port Phillip,Not found
6088,Port Melbourne,141/95 Rouse St,1250000,-37.8435,144.9415,u,3.8,Port Phillip,Not found
6089,Port Melbourne,405/1 Danks St W,470000,-37.8436,144.944,u,3.8,Port Phillip,Not found
6090,Port Melbourne,4/190 Graham St,600000,-37.8398,144.9404,u,3.8,Melbourne,Not found
6091,Port Melbourne,1/3 Liardet St,670000,-37.8424,144.9449,u,3.8,Port Phillip,Not found
6092,Port Melbourne,86 Raglan St,1100000,-37.8342,144.9456,h,3.8,Port Phillip,Yes
6094,Port Melbourne,702/127 Beach St,1252000,-37.8399,144.9287,u,3.8,Port Phillip,Not found
6095,Port Melbourne,116 Farrell St,1010000,-37.8342,144.9393,h,3.8,Port Phillip,Yes
6096,Port Melbourne,11/201 Graham St,779000,-37.8396,144.9391,t,3.8,Melbourne,Not found
6097,Port Melbourne,110 Ingles St,790000,-37.8329,144.9463,h,3.8,Melbourne,Yes
6098,Port Melbourne,403/99 Nott St,455500,-37.8405,144.9385,u,3.8,Melbourne,Not found
6099,Port Melbourne,98 Heath St,1400000,-37.8346,144.9453,h,3.8,Port Phillip,Yes
6100,Port Melbourne,16 Nelson St,1520000,-37.8363,144.9336,h,3.8,Port Phillip,Not found
6101,Port Melbourne,282 Ross St,1655000,-37.8329,144.942,h,3.8,Port Phillip,Yes
6102,Port Melbourne,405/2 Rouse St,600000,-37.8443,144.9437,u,3.8,Port Phillip,Not found
6103,Port Melbourne,73 Heath St,1014000,-37.835,144.9444,h,3.8,Port Phillip,Yes
6106,Port Melbourne,150 Clark St,1351000,-37.8343,144.9362,h,3.8,Port Phillip,Not found
6107,Port Melbourne,1001/107 Beach St,2460000,-37.8405,144.9319,u,3.8,Port Phillip,Not found
6110,Port Melbourne,61/1 Graham St,540000,-37.8429,144.9449,u,3.8,Port Phillip,Not found
6111,Port Melbourne,126 Heath St,3705000,-37.8341,144.9458,h,3.8,Port Phillip,Yes
6112,Port Melbourne,334 Howe Pde,1180000,-37.8366,144.9225,h,3.8,Port Phillip,Not found
6113,Port Melbourne,137 Ingles St,950000,-37.8317,144.9446,t,3.8,Port Phillip,Yes
6114,Port Melbourne,215 Princes St,1350000,-37.8371,144.939,h,3.8,Melbourne,Not found
6115,Port Melbourne,350 Princes St,2100000,-37.835,144.943,h,3.8,Melbourne,Yes
6116,Port Melbourne,3/1 Seisman Pl,735000,-37.8424,144.9449,u,3.8,Port Phillip,Not found
6117,Port Melbourne,14/200 Bay St,400000,-37.8392,144.9421,u,3.8,Melbourne,Not found
6118,Port Melbourne,56/15 Beach St,900000,-37.8426,144.9398,u,3.8,Port Phillip,Not found
6119,Port Melbourne,202/52 Dow St,470000,-37.8431,144.9403,u,3.8,Port Phillip,Not found
6120,Port Melbourne,111 Stokes St,2160000,-37.8392,144.9378,h,3.8,Port Phillip,Not found
6121,Port Melbourne,213 Stokes St,1380000,-37.8373,144.9397,h,3.8,Port Phillip,Not found
6123,Port Melbourne,176 Dow St,1080000,-37.8401,144.943,h,3.8,Port Phillip,Not found
6125,Port Melbourne,224 Nott St,1405000,-37.835,144.9442,h,3.8,Melbourne,Yes
6126,Prahran,7/36 Grandview Gr,650000,-37.85,145.0085,u,4.5,Stonnington,Yes
6127,Prahran,13/37 Greville St,342000,-37.8486,144.9872,u,4.5,Stonnington,Yes
6129,Prahran,20a Percy St,950000,-37.8503,144.9913,h,4.5,Stonnington,Yes
6130,Prahran,3/122 Williams Rd,781000,-37.8511,145.0029,u,4.5,Stonnington,Yes
6131,Prahran,907/15 Clifton St,549800,-37.8519,144.9948,u,4.5,Stonnington,Yes
6132,Prahran,20/67 High St,492000,-37.851,144.988,u,4.5,Stonnington,Yes
6134,Prahran,10/4 Rae Ct,500500,-37.857,145.0027,u,4.5,Stonnington,Yes
6135,Prahran,6 Wynnstay Rd,1240000,-37.8527,145.0088,h,4.5,Stonnington,Yes
6136,Prahran,506/220 Commercial Rd,1400000,-37.847,144.9936,u,4.5,Stonnington,Yes
6137,Prahran,76/108 Greville St,685000,-37.8496,144.9905,u,4.5,Stonnington,Yes
6139,Prahran,203/11 Hillingdon Pl,710000,-37.8516,144.9943,u,4.5,Stonnington,Yes
6140,Prahran,4/313 Dandenong Rd,330000,-37.8595,145.0076,u,4.5,Stonnington,Yes
6141,Prahran,14 Doon St,1430000,-37.8495,144.9885,h,4.5,Stonnington,Yes
6142,Prahran,10/37 Greville St,325000,-37.8486,144.9872,u,4.5,Stonnington,Yes
6143,Prahran,16 Park Rd,1245000,-37.8526,145.0071,t,4.5,Stonnington,Yes
6144,Prahran,4/2 Alfred St,830000,-37.8503,144.9855,u,4.5,Stonnington,Yes
6145,Prahran,76 Pridham St,1182500,-37.852,145.0061,h,4.5,Stonnington,Yes
6146,Prahran,48 Wrights Tce,1303000,-37.8512,145.0053,h,4.5,Stonnington,Yes
6147,Prahran,52 Packington St,1210000,-37.8561,145.0042,h,4.5,Stonnington,Yes
6148,Prahran,2/36 Clarke St,482500,-37.8493,145.0006,u,4.5,Stonnington,Yes
6149,Prahran,37 Wrights Tce,1730000,-37.851,145.0051,h,4.5,Stonnington,Yes
6150,Prahran,1 Chatsworth Rd,1090000,-37.8531,145.0063,h,4.5,Stonnington,Yes
6151,Prahran,79 Chomley St,1358000,-37.8561,145.0056,h,4.5,Stonnington,Yes
6152,Prahran,4/10 Williams Rd,585000,-37.8581,145.0017,u,4.5,Stonnington,Yes
6153,Prahran,14 Aberdeen Rd,1106000,-37.8526,145.0033,h,4.5,Stonnington,Yes
6154,Prahran,116 Charles St,1650000,-37.8467,144.9897,h,4.5,Stonnington,Yes
6155,Prahran,57 Clarke St,1590000,-37.8492,145.0019,h,4.5,Stonnington,Yes
6156,Prahran,5/26 Clifton St,590000,-37.8509,144.9954,u,4.5,Stonnington,Yes
6157,Prahran,19 Packington Pl,1055000,-37.8557,145.0053,h,4.5,Stonnington,Yes
6160,Prahran,503/120 Greville St,1350000,-37.8493,144.9908,u,4.5,Stonnington,Yes
6161,Prahran,8/67 High St,700000,-37.851,144.988,u,4.5,Stonnington,Yes
6163,Prahran,5/60 Chomley St,473000,-37.8559,145.006,u,4.5,Stonnington,Yes
6164,Prahran,20a Park Rd,1100000,-37.8525,145.0071,h,4.5,Stonnington,Yes
6166,Prahran,2 McMicken La,1200000,-37.853,145.0069,h,4.5,Stonnington,Yes
6168,Prahran,12/67 High St,530000,-37.851,144.988,u,4.5,Stonnington,Yes
6169,Prahran,43 Highbury Gr,1651000,-37.8558,145.0072,h,4.5,Stonnington,Yes
6170,Prahran,6/20 Wynnstay Rd,615000,-37.8529,145.0098,u,4.5,Stonnington,Yes
6172,Prahran,29 Murray St,1500000,-37.8501,144.9995,h,4.5,Stonnington,Yes
6173,Prahran,17 Arkle St,1460000,-37.8543,145.003,h,4.5,Stonnington,Yes
6175,Prahran,602/220 Commercial Rd,841000,-37.847,144.9936,u,4.5,Stonnington,Yes
6176,Prahran,2/261 Dandenong Rd,570000,-37.8588,145.0024,u,4.5,Stonnington,Yes
6177,Prahran,7/297 Dandenong Rd,480000,-37.8592,145.0054,u,4.5,Stonnington,Yes
6178,Prahran,395 High St,1310000,-37.8528,145.0017,h,4.5,Stonnington,Yes
6179,Prahran,6 Irene Pl,1530000,-37.8498,145.0039,h,4.5,Stonnington,Yes
6181,Prahran,13/20 St Edmonds Rd,560000,-37.8506,144.9919,u,4.5,Stonnington,Yes
6183,Prahran,89 Pridham St,1300000,-37.8518,145.0061,h,4.5,Stonnington,Yes
6184,Prahran,47 Clifton St,815000,-37.8501,144.9953,h,4.5,Stonnington,Yes
6185,Prahran,49 Clifton St,765000,-37.8501,144.9953,h,4.5,Stonnington,Yes
6186,Prahran,1/70 Williams Rd,910000,-37.8543,145.0024,h,4.5,Stonnington,Yes
6187,Prahran,6/21 Wynnstay Rd,1450000,-37.8526,145.0106,t,4.5,Stonnington,Yes
6188,Prahran,1/38 Donald St,1540000,-37.8481,144.9869,t,4.5,Stonnington,Yes
6189,Prahran,3 Arkle St,1811000,-37.8544,145.0038,h,4.5,Stonnington,Yes
6192,Prahran,35 Chomley St,1180000,-37.8577,145.0053,h,4.5,Stonnington,Yes
6193,Prahran,210/10 Hillingdon Pl,510000,-37.8513,144.9943,u,4.5,Stonnington,Yes
6194,Prahran,1/11 Mount St,1015000,-37.8514,144.9957,t,4.5,Stonnington,Yes
6196,Prahran,56 Packington St,1720000,-37.8562,145.0042,h,4.5,Stonnington,Yes
6197,Prahran,16A Perth St,1050000,-37.85,144.9876,h,4.5,Stonnington,Yes
6198,Prahran,5 Pickford St,1582000,-37.8572,145.0066,h,4.5,Stonnington,Yes
6199,Prahran,19 Chatsworth Rd,2385000,-37.8523,145.0064,h,4.5,Stonnington,Yes
6200,Prahran,5/327 Dandenong Rd,681000,-37.8598,145.0097,u,4.5,Stonnington,Yes
6202,Prahran,37 Perth St,1820000,-37.8493,144.9873,h,4.5,Stonnington,Yes
6205,Prahran,84 York St,1305000,-37.8479,144.9988,h,4.5,Stonnington,Yes
6206,Prahran,117 Charles St,1255000,-37.8467,144.9894,h,4.5,Stonnington,Yes
6207,Prahran,93 Charles St,2180000,-37.8476,144.9892,h,4.5,Stonnington,Yes
6208,Prahran,403/120 Greville St,712500,-37.8493,144.9908,u,4.5,Stonnington,Yes
6209,Prahran,26 Willis St,1720000,-37.8553,145.007,h,4.5,Stonnington,Yes
6210,Prahran,38a Chomley St,1021000,-37.857,145.0058,h,4.5,Stonnington,Yes
6211,Prahran,75 Pridham St,1220000,-37.8517,145.0056,h,4.5,Stonnington,Yes
6212,Prahran,49/6 Williams Rd,240000,-37.8584,145.0017,u,4.5,Stonnington,Yes
6213,Prahran,83 Charles St,1500000,-37.8478,144.9892,h,4.5,Stonnington,Yes
6214,Prahran,62 Pridham St,1612000,-37.8519,145.0055,h,4.5,Stonnington,Yes
6215,Prahran,27 Westbourne St,1442000,-37.8494,145.005,h,4.5,Stonnington,Yes
6742,Richmond,24 Butler St,937000,-37.8106,144.994,h,2.6,Yarra,Yes
6743,Richmond,81 Erin St,1260000,-37.8166,144.9945,h,2.6,Yarra,Yes
6745,Richmond,52 Lyndhurst St,1236000,-37.8206,145.0003,t,2.6,Yarra,Yes
6746,Richmond,409/120 Palmer St,540000,-37.8195,145.0103,u,2.6,Yarra,Yes
6747,Richmond,6/25 River St,795250,-37.8164,145.0136,u,2.6,Yarra,Yes
6748,Richmond,29/9 Tennyson St,582000,-37.824,144.9918,u,2.6,Yarra,Yes
6749,Richmond,2/65 Westbank Tce,500000,-37.8226,145.013,u,2.6,Yarra,Yes
6750,Richmond,7 Bank St,1600000,-37.8163,144.9984,h,2.6,Yarra,Yes
6751,Richmond,29 Bowen St,2180000,-37.8159,144.994,h,2.6,Yarra,Yes
6752,Richmond,3/11 Brougham St,370000,-37.8214,144.9997,u,2.6,Yarra,Yes
6755,Richmond,131 Lord St,3335000,-37.8244,145.0044,h,2.6,Yarra,Yes
6757,Richmond,60 Somerset St,935000,-37.8159,145.0033,h,2.6,Yarra,Yes
6759,Richmond,234 Coppin St,1102000,-37.8265,145.0022,h,2.6,Yarra,Yes
6760,Richmond,502/39 Bosisto St,437500,-37.8177,144.9972,u,2.6,Yarra,Yes
6761,Richmond,412/10 Burnley St,421000,-37.8127,145.0094,u,2.6,Yarra,Yes
6762,Richmond,3/24 Davison St,479000,-37.8123,145.0081,u,2.6,Yarra,Yes
6763,Richmond,78 Davison St,3200000,-37.8157,145.0073,h,2.6,Yarra,Yes
6764,Richmond,28/81 Edinburgh St,479000,-37.8258,145.0057,u,2.6,Yarra,Yes
6765,Richmond,32 Jubilee Pl,1042500,-37.8126,145.004,h,2.6,Yarra,Yes
6766,Richmond,318/185 Lennox St,655000,-37.8174,144.9949,u,2.6,Yarra,Yes
6767,Richmond,45 Lord St,1130000,-37.8212,145.005,h,2.6,Yarra,Yes
6768,Richmond,414/6 Lord St,561000,-37.8198,145.005,u,2.6,Yarra,Yes
6769,Richmond,101/18 Tanner St,635000,-37.8231,144.9906,u,2.6,Yarra,Yes
6770,Richmond,247 Church St,1010000,-37.8193,144.9993,h,2.6,Yarra,Yes
6771,Richmond,32 Duke St,1025000,-37.8235,145.0035,h,2.6,Yarra,Yes
6773,Richmond,193 Mary St,1102000,-37.8255,145.0013,h,2.6,Yarra,Yes
6775,Richmond,36/86 Burnley St,550000,-37.815,145.0089,u,2.6,Yarra,Yes
6776,Richmond,21 Gardner St,1152500,-37.8154,145.0061,h,2.6,Yarra,Yes
6777,Richmond,33a River St,1375000,-37.817,145.0135,h,2.6,Yarra,Yes
6778,Richmond,28 Stawell St,1422000,-37.8215,145.0102,h,2.6,Yarra,Yes
6779,Richmond,52 Brighton St,1506000,-37.8284,144.9989,h,2.6,Yarra,Yes
6780,Richmond,31 Johnson St,1350000,-37.8131,145.005,h,2.6,Yarra,Yes
6781,Richmond,21 Leslie St,1090000,-37.8127,145.0073,h,2.6,Yarra,Yes
6782,Richmond,110/61 Stawell St,405000,-37.822,145.0104,u,2.6,Yarra,Yes
6783,Richmond,305/28 Burnley St,327000,-37.8127,145.0094,u,2.6,Yarra,Yes
6784,Richmond,30 Cameron St,1474000,-37.8167,144.9977,h,2.6,Yarra,Yes
6785,Richmond,32 Cameron St,1555000,-37.8167,144.9978,h,2.6,Yarra,Yes
6786,Richmond,315/6 Lord St,500000,-37.8198,145.005,u,2.6,Yarra,Yes
6788,Richmond,53/69 Palmer St,815000,-37.8187,145.0079,u,2.6,Yarra,Yes
6789,Richmond,12/104 Rowena Pde,345000,-37.8211,144.9955,u,2.6,Yarra,Yes
6790,Richmond,406/20 Burnley St,345000,-37.8127,145.0094,u,2.6,Yarra,Yes
6791,Richmond,255 Coppin St,1275000,-37.8285,145.0022,h,2.6,Yarra,Yes
6792,Richmond,13 McKay St,1150000,-37.8116,145.0042,h,2.6,Yarra,Yes
6793,Richmond,249 Punt Rd,950000,-37.8201,144.9898,h,2.6,Yarra,Yes
6794,Richmond,303/18 Tanner St,270000,-37.8231,144.9906,h,2.6,Yarra,Yes
6796,Richmond,229/253 Bridge Rd,439000,-37.8183,144.9979,u,2.6,Yarra,Yes
6797,Richmond,12/200 Brighton St,695000,-37.8333,144.998,u,2.6,Yarra,Yes
6798,Richmond,6/33 Goodwood St,512000,-37.8198,144.996,u,2.6,Yarra,Yes
6799,Richmond,2/175 Kent St,855000,-37.815,145.008,t,2.6,Yarra,Yes
6800,Richmond,503/6 Lord St,1040000,-37.8198,145.005,u,2.6,Yarra,Yes
6801,Richmond,5/285 Punt Rd,342000,-37.8214,144.9896,u,2.6,Yarra,Yes
6802,Richmond,508/18 Tanner St,681000,-37.8231,144.9906,u,2.6,Yarra,Yes
6804,Richmond,6 Berry St,900000,-37.8193,144.9976,h,2.6,Yarra,Yes
6805,Richmond,50B Duke St,1250000,-37.8243,145.0034,h,2.6,Yarra,Yes
6806,Richmond,22 Garfield St,990000,-37.812,144.9939,h,2.6,Yarra,Yes
6807,Richmond,8 George St,1189000,-37.8232,145.0002,h,2.6,Yarra,Yes
