,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name,commercial.shopping_mall Name,healthcare Name,tourism.attraction Name,leisure.park.nature_reserve Name
1956,Oakleigh,4 Leroux St,1076000,-37.8961,145.1046,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1957,Oakleigh,3 Estelle St,1045000,-37.8923,145.1013,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1958,Oakleigh,5/1 Parer St,600000,-37.9086,145.0977,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1959,Oakleigh,105 Atkinson St,1225000,-37.8956,145.0928,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1960,Oakleigh,1173 North Rd,1035000,-37.91,145.0914,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1961,Oakleigh,53 William St,1050000,-37.9055,145.1024,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1962,Oakleigh,56 Burlington St,1045000,-37.9028,145.0971,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1963,Oakleigh,1249 North Rd,865000,-37.9109,145.0995,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1964,Oakleigh,13 Hilbert Ct,1033000,-37.8951,145.101,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1965,Oakleigh,1231 North Rd,991000,-37.9107,145.0975,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1966,Oakleigh,134 Atherton Rd,1641000,-37.9002,145.099,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1967,Oakleigh,3/21 John St,655000,-37.9024,145.1008,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1968,Oakleigh,1472 Dandenong Rd,750000,-37.8964,145.0977,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1969,Oakleigh,197 Huntingdale Rd,1025000,-37.9023,145.105,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1970,Oakleigh,62 Eastgate St,1180000,-37.9087,145.0886,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1971,Oakleigh,9 Winifred St,1124000,-37.8952,145.1021,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1972,Oakleigh,36 Hatter St,1225000,-37.9066,145.088,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1973,Oakleigh,1474 Dandenong Rd,855000,-37.8966,145.0979,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1974,Oakleigh,5 Grant St,1600000,-37.8973,145.0979,h,14.0,Monash,Yes,Yes,Yes,Yes,Not found
1975,Strathmore Heights,4 Boeing Rd,1260000,-37.7141,144.8995,h,12.5,Moonee Valley,Yes,Yes,Yes,Not found,Yes
1976,Strathmore Heights,12 Boeing Rd,931999,-37.7137,144.8987,h,12.5,Moonee Valley,Yes,Yes,Yes,Not found,Yes
1977,Strathmore Heights,347 Mascoma St,800000,-37.715,144.8966,h,12.5,Moonee Valley,Not found,Yes,Yes,Not found,Yes
1978,Strathmore Heights,5 Lockheed St,950000,-37.7156,144.8975,h,12.5,Moonee Valley,Not found,Yes,Yes,Not found,Yes
1979,Strathmore Heights,14 Elysee Ct,780000,-37.7115,144.8966,h,12.5,Moonee Valley,Yes,Yes,Yes,Not found,Yes
1980,Seaholme,41 Simmons Dr,860000,-37.8628,144.8468,h,12.7,Hobsons Bay,Yes,Not found,Yes,Yes,Yes
1981,Seaholme,13 Sussex St,1415000,-37.864,144.8437,h,12.7,Hobsons Bay,Yes,Not found,Yes,Yes,Yes
1982,Seaholme,10 Wattle Gr,2000000,-37.8664,144.8416,h,12.7,Hobsons Bay,Yes,Not found,Yes,Yes,Yes
1983,Keilor Park,31 Swan St,720000,-37.725,144.8586,h,14.5,Brimbank,Not found,Not found,Yes,Not found,Yes
1984,Keilor Park,60 Erebus St,843000,-37.7216,144.8605,h,14.5,Brimbank,Not found,Yes,Yes,Not found,Yes
1985,Keilor Park,50 Collinson St,820500,-37.7221,144.8578,h,14.5,Brimbank,Not found,Not found,Not found,Not found,Yes
1986,Keilor Park,47 Victory St,722000,-37.7259,144.8579,h,14.5,Brimbank,Not found,Not found,Not found,Not found,Yes
1987,Keilor Park,2a Flinders St,685000,-37.7226,144.8569,h,14.5,Brimbank,Not found,Not found,Not found,Not found,Yes
1988,Keilor Park,18 William St,575000,-37.7212,144.8545,h,14.5,Brimbank,Not found,Not found,Not found,Not found,Not found
1989,Keilor Park,35 Spence St,566000,-37.7212,144.8598,h,14.5,Brimbank,Not found,Not found,Yes,Not found,Yes
1990,Altona North,269 Blackshaws Rd,916000,-37.8326,144.8594,h,11.1,Hobsons Bay,Not found,Yes,Yes,Yes,Not found
1991,Altona North,68 Chambers Rd,750000,-37.8367,144.8425,h,11.1,Hobsons Bay,Not found,Yes,Yes,Yes,Yes
1992,Altona North,23 Rymill Ct,910000,-37.8322,144.8399,h,11.1,Hobsons Bay,Not found,Yes,Yes,Yes,Not found
1993,Ashwood,5 Harcourt St,1495000,-37.8683,145.1064,h,12.2,Monash,Yes,Yes,Yes,Yes,Not found
1994,Ashwood,217 Huntingdale Rd,1126000,-37.8696,145.1111,h,12.2,Monash,Yes,Yes,Yes,Yes,Not found
1995,Avondale Heights,39 Ridge Dr,881000,-37.7532,144.8548,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1996,Avondale Heights,47 Wood St,850000,-37.7678,144.8568,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1997,Avondale Heights,16 Cortina Pl,1300000,-37.7522,144.8659,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1998,Avondale Heights,4 Camille Ct,1250000,-37.7565,144.8652,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1999,Avondale Heights,53 Doyle St,760000,-37.7574,144.8574,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Not found
2000,Avondale Heights,30 Lorgrove Ct,1600000,-37.7619,144.866,h,10.5,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2001,Bentleigh,2 Delhi St,1402000,-37.9257,145.0469,h,13.0,Glen Eira,Yes,Not found,Yes,Yes,Not found
2002,Bentleigh,10 Luckins Rd,1500000,-37.9318,145.0448,h,13.0,Glen Eira,Yes,Not found,Yes,Yes,Not found
2003,Bentleigh,23 Auckland St,1100000,-37.925,145.0467,h,13.0,Glen Eira,Yes,Not found,Yes,Not found,Not found
2004,Bentleigh,28 Campbell St,2000000,-37.9193,145.033,h,13.0,Glen Eira,Yes,Not found,Yes,Not found,Not found
2005,Bentleigh,3 Rogers Rd,1286000,-37.9317,145.0427,h,13.0,Glen Eira,Yes,Not found,Yes,Yes,Not found
2006,Bentleigh,7 Rosina St,1920000,-37.9323,145.0445,h,13.0,Glen Eira,Yes,Not found,Yes,Yes,Not found
2007,Bentleigh,5 Smith St,1968500,-37.9179,145.0429,h,13.0,Glen Eira,Yes,Not found,Yes,Not found,Not found
2008,Bentleigh,8 Plym St,1107000,-37.9321,145.0361,h,13.0,Glen Eira,Yes,Not found,Yes,Yes,Not found
2009,Bentleigh East,1 Melva St,1515000,-37.9107,145.0745,h,13.9,Glen Eira,Yes,Yes,Yes,Yes,Not found
2010,Bentleigh East,7 Celia St,986000,-37.9331,145.0586,h,13.9,Glen Eira,Yes,Not found,Yes,Yes,Not found
2011,Bentleigh East,1/65 Blamey St,830000,-37.9292,145.0689,h,13.9,Glen Eira,Not found,Yes,Yes,Yes,Not found
2012,Bentleigh East,39 Elizabeth St,1860000,-37.9228,145.0555,h,13.9,Glen Eira,Yes,Not found,Yes,Not found,Not found
2013,Bentleigh East,29 Argyle St,1175000,-37.911,145.075,h,13.9,Glen Eira,Yes,Yes,Yes,Yes,Not found
2014,Bentleigh East,6 Elswill St,1351000,-37.9311,145.0651,h,13.9,Glen Eira,Not found,Yes,Yes,Yes,Not found
2015,Bentleigh East,1 Heather St,1962000,-37.9199,145.0573,h,13.9,Glen Eira,Yes,Not found,Yes,Not found,Not found
2016,Bentleigh East,1/62 Tudor St,810000,-37.919,145.0803,h,13.9,Glen Eira,Not found,Yes,Yes,Not found,Not found
2017,Bentleigh East,4 Box Ct,1640000,-37.9219,145.0518,h,13.9,Glen Eira,Yes,Not found,Yes,Not found,Not found
2018,Bentleigh East,13 Delma St,1510000,-37.9317,145.0524,h,13.9,Glen Eira,Yes,Not found,Yes,Yes,Not found
2019,Bentleigh East,15 Lilac St,1292000,-37.9194,145.057,h,13.9,Glen Eira,Yes,Not found,Yes,Not found,Not found
2020,Bentleigh East,68 Mawby Rd,1165000,-37.9297,145.0563,h,13.9,Glen Eira,Yes,Not found,Yes,Yes,Not found
2021,Bentleigh East,978 North Rd,959000,-37.9076,145.068,h,13.9,Glen Eira,Yes,Not found,Yes,Yes,Not found
2022,Bentleigh East,68 Tambet St,1251000,-37.9133,145.0719,h,13.9,Glen Eira,Not found,Yes,Yes,Not found,Not found
2023,Bentleigh East,76 Wingate St,1205000,-37.9362,145.0663,h,13.9,Glen Eira,Not found,Not found,Yes,Yes,Not found
2024,Box Hill,32 Sweetland Rd,910000,-37.8247,145.1359,h,13.1,Whitehorse,Yes,Yes,Yes,Yes,Yes
2025,Box Hill,35 Barkly St,1760000,-37.8262,145.1301,h,13.1,Whitehorse,Yes,Yes,Yes,Yes,Yes
2026,Box Hill,22 Combarton St,1726000,-37.8265,145.1276,h,13.1,Whitehorse,Yes,Yes,Yes,Yes,Not found
2027,Box Hill,11 Howard St,2080000,-37.8229,145.1217,h,13.1,Whitehorse,Yes,Yes,Yes,Yes,Not found
2028,Braybrook,96 Duke St,610000,-37.7854,144.8463,h,10.8,Maribyrnong,Yes,Yes,Yes,Yes,Not found
2029,Braybrook,1 Hinkler St,925000,-37.7888,144.8511,h,10.8,Maribyrnong,Yes,Yes,Yes,Yes,Not found
2030,Braybrook,16 Menzies St,760000,-37.782,144.8528,h,10.8,Maribyrnong,Yes,Yes,Yes,Yes,Not found
2031,Braybrook,14 Arthur St,771000,-37.7904,144.8514,h,10.8,Maribyrnong,Yes,Yes,Yes,Yes,Not found
2032,Braybrook,10 Sedge Cl,1000000,-37.7759,144.8552,h,10.8,Maribyrnong,Not found,Yes,Yes,Yes,Not found
2033,Braybrook,30 Shepherd St,730000,-37.783,144.855,h,10.8,Maribyrnong,Yes,Yes,Yes,Yes,Not found
2034,Brighton,33 Brickwood St,2575000,-37.894,144.9977,h,11.2,Bayside,Yes,Not found,Yes,Yes,Yes
2035,Brighton,161 Church St,5800000,-37.9164,144.9974,h,11.2,Bayside,Yes,Yes,Yes,Yes,Not found
2036,Brighton,36 Meek St,2140000,-37.902,144.9922,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2037,Brighton,2 Normanby St,2225000,-37.911,144.9866,h,11.2,Bayside,Yes,Yes,Yes,Yes,Not found
2038,Brighton,24 North Rd,4225000,-37.8981,144.9902,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2039,Brighton,552 New St,2445000,-37.8868,144.9968,h,11.2,Bayside,Yes,Not found,Yes,Yes,Yes
2040,Brighton,3/1 Thomson St,2000000,-37.8981,145.0,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2041,Brighton,39 Warleigh Gr,1350000,-37.9043,145.0048,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2042,Brighton,138 Bay St,1900000,-37.9049,144.9969,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2043,Brighton,3 Hayball Ct,2415000,-37.9037,144.9926,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2044,Brighton,5 Blairgowrie Ct,3025000,-37.9056,144.9893,h,11.2,Bayside,Yes,Yes,Yes,Yes,Yes
2045,Brighton,868 Hampton St,1502000,-37.9107,145.0077,h,11.2,Bayside,Yes,Yes,Yes,Not found,Not found
2046,Brighton,3/30 Grosvenor St,2550000,-37.9099,144.9899,h,11.2,Bayside,Yes,Yes,Yes,Yes,Not found
2047,Brighton East,7 Billson St,2140000,-37.9173,145.0142,h,10.7,Bayside,Yes,Yes,Yes,Not found,Not found
2048,Brighton East,36 Clinton St,1630000,-37.9113,145.0207,h,10.7,Bayside,Yes,Not found,Yes,Not found,Not found
2049,Brighton East,1 Curzon St,1975000,-37.9212,145.013,h,10.7,Bayside,Yes,Yes,Yes,Not found,Not found
2050,Brighton East,40 Hodder St,1635000,-37.9064,145.0229,h,10.7,Bayside,Yes,Not found,Yes,Not found,Not found
2051,Brighton East,22 Milliara Gr,1880000,-37.9097,145.0161,h,10.7,Bayside,Yes,Yes,Yes,Not found,Not found
2052,Brighton East,5 Valdemar Ct,1743000,-37.9287,145.0273,h,10.7,Bayside,Yes,Not found,Yes,Not found,Not found
2053,Brighton East,12 Agnew St,2291000,-37.9119,145.011,h,10.7,Bayside,Yes,Yes,Yes,Not found,Not found
2054,Brighton East,239 South Rd,1400000,-37.9304,145.0151,h,10.7,Bayside,Yes,Not found,Yes,Yes,Not found
2055,Brighton East,6 Coronation St,1640000,-37.9012,145.008,h,10.7,Bayside,Yes,Yes,Yes,Not found,Yes
2056,Brighton East,55 Milroy St,1900000,-37.9057,145.0101,h,10.7,Bayside,Yes,Yes,Yes,Not found,Not found
2057,Bulleen,33 Lindsay St,1540000,-37.7766,145.1,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2058,Bulleen,22 Russell St,1100000,-37.7612,145.0968,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2059,Bulleen,4 Robinson Gr,1730000,-37.7735,145.0936,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2060,Bulleen,1/54 Furneaux Gr,760000,-37.7784,145.091,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2061,Bulleen,7 Mangan St,794000,-37.7618,145.0847,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2062,Bulleen,33 Walter St,1360000,-37.7729,145.1022,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2063,Bulleen,5 England St,1207000,-37.7601,145.0856,h,11.8,Manningham,Not found,Yes,Yes,Yes,Yes
2064,Burwood,24 Andrews St,1591000,-37.8493,145.1283,h,11.7,Whitehorse,Not found,Yes,Yes,Not found,Not found
2065,Burwood,68 Somers St,1465500,-37.8445,145.1005,h,11.7,Whitehorse,Yes,Not found,Yes,Yes,Yes
2066,Burwood,1/10 Gillard St,870000,-37.8512,145.1145,h,11.7,Whitehorse,Not found,Yes,Yes,Not found,Not found
2067,Burwood,2 Leopold St,1385000,-37.8592,145.0948,h,11.7,Monash,Yes,Not found,Yes,Yes,Yes
2068,Burwood,362 Burwood Hwy,1815000,-37.8518,145.1278,h,11.7,Whitehorse,Not found,Yes,Yes,Not found,Not found
2069,Burwood,37 Haig St,1590000,-37.8603,145.0979,h,11.7,Monash,Yes,Yes,Yes,Yes,Yes
2070,Burwood,46 Cumming St,1601000,-37.8539,145.1127,h,11.7,Whitehorse,Not found,Yes,Yes,Not found,Not found
2071,Burwood,19 Pearce St,1225000,-37.8557,145.1285,h,11.7,Whitehorse,Not found,Yes,Yes,Not found,Not found
2072,Carnegie,60 Miller St,1424000,-37.8972,145.0524,h,11.4,Glen Eira,Yes,Yes,Yes,Not found,Not found
2073,Carnegie,88A Truganini Rd,1200000,-37.8924,145.0541,h,11.4,Glen Eira,Yes,Yes,Yes,Yes,Not found
2074,Carnegie,34 Hunter St,1390000,-37.9027,145.0582,h,11.4,Glen Eira,Yes,Yes,Yes,Yes,Not found
2075,Carnegie,26 Railway Rd,1667000,-37.8928,145.0531,h,11.4,Glen Eira,Yes,Yes,Yes,Yes,Not found
2076,Doncaster,34 Council St,1480000,-37.7833,145.1302,h,13.9,Manningham,Not found,Yes,Yes,Yes,Not found
2077,Doncaster,4 Ella Ct,1300000,-37.7906,145.1138,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2078,Doncaster,8 Harcourt St,1400000,-37.7895,145.1116,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2079,Doncaster,39 Kiewa St,1542000,-37.7883,145.1387,h,13.9,Manningham,Not found,Yes,Yes,Yes,Not found
2080,Doncaster,40 Wetherby Rd,1100000,-37.7905,145.1433,h,13.9,Manningham,Not found,Yes,Yes,Yes,Not found
2081,Doncaster,1 Adelle Ct,1700000,-37.7803,145.1248,h,13.9,Manningham,Not found,Yes,Yes,Yes,Not found
2082,Doncaster,9 Arthur St,1355000,-37.7909,145.1309,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2083,Doncaster,22 Bayley Gr,1880000,-37.7859,145.12,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2084,Doncaster,45 Bordeaux St,1545000,-37.7819,145.1184,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2085,Doncaster,14 Morris St,1955000,-37.7929,145.1184,h,13.9,Manningham,Yes,Yes,Yes,Yes,Yes
2086,Fawkner,200 McBryde St,700000,-37.7023,144.9773,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2087,Fawkner,3 Brian St,660000,-37.695,144.9676,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2088,Fawkner,29 Jennifer St,741000,-37.6966,144.9695,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2089,Fawkner,32 Murray St,949500,-37.7052,144.964,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2090,Fawkner,43 Preston St,698000,-37.6995,144.9669,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2091,Fawkner,1 Baird St,687000,-37.7071,144.9706,h,12.4,Moreland,Yes,Not found,Yes,Not found,Yes
2092,Fawkner,30 Dorothy St,670000,-37.6937,144.9658,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2093,Fawkner,42 Hedley St,1000000,-37.6931,144.9596,h,12.4,Moreland,Yes,Yes,Yes,Yes,Yes
2094,Fawkner,169 Anderson Rd,730000,-37.6952,144.9613,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2095,Fawkner,20 Edward St,725000,-37.709,144.9646,h,12.4,Moreland,Yes,Not found,Yes,Not found,Yes
2096,Fawkner,40 Lowson St,668000,-37.6992,144.9739,h,12.4,Moreland,Yes,Yes,Yes,Not found,Yes
2097,Glenroy,97 John St,683000,-37.6969,144.9425,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
2098,Glenroy,33 Kennedy St,1158000,-37.7115,144.912,h,13.0,Moreland,Yes,Yes,Yes,Not found,Yes
2099,Glenroy,12 Lewis St,793000,-37.7088,144.9204,h,13.0,Moreland,Yes,Not found,Yes,Not found,Yes
2100,Glenroy,1 Meadowbank St,780000,-37.702,144.9538,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
2101,Glenroy,19 Wheatsheaf Rd,895000,-37.7097,144.9256,h,13.0,Moreland,Yes,Not found,Yes,Not found,Yes
2102,Glenroy,67 Morley St,885000,-37.6962,144.9376,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2103,Glenroy,17 Bindi St,597500,-37.6962,144.9349,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2104,Glenroy,101 Evell St,690000,-37.699,144.9421,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
2105,Glenroy,91 Gowrie St,822000,-37.6972,144.941,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
2106,Glenroy,90 Moonee Bvd,710000,-37.6995,144.905,h,13.0,Moreland,Yes,Yes,Yes,Not found,Yes
2107,Glenroy,14 Hartington St,730000,-37.702,144.9173,h,13.0,Moreland,Yes,Not found,Yes,Not found,Yes
2108,Glenroy,8 Ila St,901000,-37.709,144.9368,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2109,Glenroy,129 View St,643000,-37.6957,144.9231,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
2110,Glenroy,29 Glenroy Rd,820000,-37.7073,144.9355,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2111,Glenroy,2 Ila St,1050000,-37.709,144.9373,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2112,Glenroy,56 Pecham St,621000,-37.6977,144.9116,h,13.0,Moreland,Yes,Yes,Yes,Not found,Not found
2113,Glenroy,59 Pecham St,705000,-37.6974,144.9112,h,13.0,Moreland,Yes,Yes,Yes,Not found,Not found
2114,Glenroy,11 Salisbury St,935000,-37.7015,144.9191,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
2115,Hadfield,56 Middle St,725000,-37.71,144.9464,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
2116,Hadfield,72 Sutherland St,740000,-37.706,144.9467,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
2117,Hadfield,10 The Loop,880000,-37.7058,144.9431,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
2118,Hampton,82 Highett Rd,1615000,-37.9462,145.0193,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2119,Hampton,15 Littlewood St,2513000,-37.9346,145.0049,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2120,Hampton,14 Field St,1620000,-37.9453,145.0176,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2121,Hampton,37 Prince St,1789000,-37.9338,145.0143,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2122,Hampton,125 Linacre Rd,2500000,-37.9436,145.0169,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2123,Hampton,10 Valerian St,1560000,-37.9449,145.02,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2124,Hampton,6 Orlando St,1475000,-37.9411,145.0011,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2125,Hampton,3 Willis St,840000,-37.9358,144.9996,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
2126,Heidelberg,47 Beverley Rd,1450000,-37.7511,145.0772,h,10.6,Banyule,Yes,Yes,Yes,Yes,Yes
2127,Heidelberg,74 Brown St,1340000,-37.7523,145.0676,h,10.6,Banyule,Yes,Yes,Yes,Yes,Yes
2128,Heidelberg,29 Martin St,1271000,-37.7524,145.06,h,10.6,Banyule,Yes,Yes,Yes,Yes,Not found
2129,Heidelberg Heights,53 Lloyd St,910000,-37.7442,145.0528,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2130,Heidelberg Heights,14 Shelley St,665000,-37.7428,145.0511,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2131,Heidelberg Heights,1 Shelley St,706000,-37.7437,145.0506,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2132,Heidelberg Heights,18 Francis St,780000,-37.7521,145.0516,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2133,Heidelberg Heights,96 Southern Rd,805000,-37.7421,145.0487,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2134,Heidelberg Heights,18 Swanston St,690000,-37.7383,145.0555,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2135,Heidelberg Heights,23 Flinders St,682000,-37.7366,145.0509,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
2136,Heidelberg Heights,79 Outhwaite Rd,657000,-37.7397,145.0513,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
2137,Hughesdale,11 Euston Rd,2190000,-37.8938,145.0785,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
2138,Hughesdale,9A Normanby St,980000,-37.9021,145.0837,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
2139,Hughesdale,1071 North Rd,720000,-37.9087,145.0799,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
2140,Kealba,7 Donnelly Ct,646000,-37.7358,144.8217,h,15.0,Brimbank,Not found,Yes,Yes,Yes,Not found
2141,Kealba,14 Rowan Dr,570000,-37.7279,144.8224,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
2142,Keilor East,63 Park Dr,843000,-37.7473,144.8555,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
2143,Keilor East,188 Rachelle Rd,835000,-37.7322,144.8722,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2144,Keilor East,87A Wyong St,635000,-37.7308,144.8664,h,12.8,Moonee Valley,Not found,Not found,Yes,Yes,Yes
2145,Keilor East,12 Cecelia Dr,745000,-37.7475,144.852,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
2146,Keilor East,3 Pennington St,941000,-37.746,144.8651,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2147,Keilor East,52 Prospect Dr,738000,-37.7486,144.8565,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
2148,Keilor East,17 Janet St,912000,-37.7466,144.8707,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2149,Keilor East,19 Tuppal Pl,885000,-37.7317,144.8619,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2150,Malvern East,32 Chadstone Rd,2250000,-37.883,145.0791,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2151,Malvern East,24 Kerferd St,3200000,-37.8693,145.0423,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2152,Malvern East,2059 Malvern Rd,1380000,-37.8757,145.066,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2153,Malvern East,1411 Dandenong Rd,1290000,-37.8914,145.0842,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2154,Malvern East,16 Tooronga Rd,2020000,-37.8723,145.0387,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2155,Malvern East,22 Quentin Rd,1380000,-37.8806,145.0831,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2156,Malvern East,2 Rotherwood Dr,1715157,-37.8792,145.0869,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2157,Malvern East,414 Waverley Rd,1220000,-37.8784,145.0654,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2158,Malvern East,17 Winton Rd,1465000,-37.873,145.0665,h,11.2,Stonnington,Yes,Yes,Yes,Yes,Not found
2159,Mont Albert,8 Gawler Ct,1865000,-37.8149,145.11,h,11.8,Whitehorse,Yes,Yes,Yes,Yes,Not found
2160,Mont Albert,1 Howson Ct,2100000,-37.812,145.1082,h,11.8,Whitehorse,Yes,Yes,Yes,Yes,Yes
2161,Mont Albert,47 View St,1587000,-37.8203,145.1105,h,11.8,Whitehorse,Yes,Yes,Yes,Yes,Not found
2162,Mont Albert,7 Grace St,2365000,-37.8127,145.107,h,11.8,Whitehorse,Yes,Yes,Yes,Yes,Yes
2163,Murrumbeena,7 Merrimu St,1656000,-37.8879,145.0768,h,12.1,Glen Eira,Yes,Yes,Yes,Yes,Not found
2164,Murrumbeena,2/13 Walker St,707000,-37.8949,145.072,h,12.1,Glen Eira,Yes,Yes,Yes,Yes,Not found
2165,Murrumbeena,5 Donal St,1255000,-37.9059,145.0733,h,12.1,Glen Eira,Yes,Yes,Yes,Yes,Not found
2166,Niddrie,30 Carrington Rd,1312000,-37.7375,144.8885,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2167,Niddrie,13 George St,960000,-37.7421,144.8851,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2168,Niddrie,13 Haldane Rd,935000,-37.7356,144.8859,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2169,Niddrie,21 Ryder St,810000,-37.738,144.8865,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2170,Niddrie,60 Teague St,1200000,-37.7436,144.8856,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
2171,Niddrie,24 The Avenue,850000,-37.736,144.8771,h,11.2,Moonee Valley,Not found,Yes,Yes,Yes,Yes
