,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name
7892,Surrey Hills,19 Sydenham La,2000000,-37.8264,145.1029,h,11.2,Whitehorse,Yes
7893,Surrey Hills,17 Weybridge St,2300000,-37.8182,145.096,h,11.2,Boroondara,Yes
7895,Surrey Hills,545 Whitehorse Rd,2450000,-37.8141,145.0936,h,11.2,Boroondara,Yes
7897,Surrey Hills,17 Empress Rd,2180000,-37.8204,145.0887,h,11.2,Boroondara,Yes
7898,Surrey Hills,39 York St,2760000,-37.8168,145.1011,h,11.2,Boroondara,Yes
7900,Surrey Hills,999A Riversdale Rd,1205000,-37.8361,145.1006,h,11.2,Whitehorse,Yes
7901,Surrey Hills,20 Anderson St,1251000,-37.8309,145.0946,h,11.2,Boroondara,Yes
7902,Surrey Hills,5 Boronia St,1650000,-37.8328,145.104,h,11.2,Whitehorse,Yes
7903,Surrey Hills,5/35 Durham Rd,600000,-37.8294,145.0913,h,11.2,Boroondara,Yes
7904,Surrey Hills,33 Ross St,1835000,-37.8171,145.0934,h,11.2,Boroondara,Yes
7906,Surrey Hills,40 Grovedale Rd,1751000,-37.8176,145.0941,h,11.2,Boroondara,Yes
7908,Templestowe Lower,25 Clauscen St,1150000,-37.7642,145.1157,h,13.8,Manningham,Not found
7909,Templestowe Lower,3 Waratah Dr,1201000,-37.7624,145.1175,h,13.8,Manningham,Not found
7910,Templestowe Lower,41 Dellfield Dr,1165000,-37.7647,145.1246,h,13.8,Manningham,Not found
7911,Templestowe Lower,166 MacEdon Rd,1098000,-37.7615,145.1154,h,13.8,Manningham,Not found
7912,Templestowe Lower,120 Templestowe Rd,742500,-37.7556,145.0946,h,13.8,Manningham,Not found
7913,Templestowe Lower,6 Boonah Ct,1050000,-37.7601,145.1229,h,13.8,Manningham,Not found
7914,Templestowe Lower,11 Corroboree Pl,1257000,-37.7597,145.1058,h,13.8,Manningham,Not found
7916,Templestowe Lower,65 Glenair St,1101000,-37.7602,145.1166,h,13.8,Manningham,Not found
7919,Templestowe Lower,40 Ironbark Dr,1150000,-37.7733,145.1198,h,13.8,Manningham,Not found
7921,Templestowe Lower,8 Corroboree Pl,1200000,-37.76,145.1054,h,13.8,Manningham,Not found
7922,Templestowe Lower,157 Swanston St,990000,-37.7573,145.0994,h,13.8,Manningham,Not found
7923,Templestowe Lower,271 High St,1500000,-37.767,145.119,h,13.8,Manningham,Not found
7924,Templestowe Lower,315 Thompsons Rd,1290000,-37.764,145.1097,h,13.8,Manningham,Not found
7926,Templestowe Lower,360 Thompsons Rd,790000,-37.7631,145.1108,h,13.8,Manningham,Not found
7927,Templestowe Lower,40 Dellfield Dr,950000,-37.7658,145.124,h,13.8,Manningham,Not found
7928,Templestowe Lower,65 Fyfe Dr,1421000,-37.7694,145.1222,h,13.8,Manningham,Not found
7929,Templestowe Lower,4 Finn Ct,1051000,-37.7644,145.112,h,13.8,Manningham,Not found
7930,Templestowe Lower,36 Howitt Dr,1065000,-37.7637,145.1117,h,13.8,Manningham,Not found
7931,Templestowe Lower,240 Manningham Rd,1120000,-37.773,145.1074,h,13.8,Manningham,Not found
7933,Templestowe Lower,45 Lynnwood Pde,1710000,-37.7692,145.1253,h,13.8,Manningham,Not found
7934,Templestowe Lower,16 Clauscen St,1280000,-37.7646,145.1167,h,13.8,Manningham,Not found
7935,Templestowe Lower,39 Hazel Dr,750000,-37.7696,145.1078,h,13.8,Manningham,Not found
7938,Templestowe Lower,253 Thompsons Rd,1000000,-37.768,145.1027,h,13.8,Manningham,Not found
7941,Templestowe Lower,13 Tasker St,1010000,-37.77,145.1025,h,13.8,Manningham,Not found
7944,Templestowe Lower,64 Magnolia Ct,1325000,-37.7728,145.1271,h,13.8,Manningham,Not found
7947,Templestowe Lower,34 Parker St,1210000,-37.7569,145.1179,h,13.8,Manningham,Not found
7949,Templestowe Lower,42 Glenair St,982000,-37.7629,145.1157,h,13.8,Manningham,Not found
7950,Templestowe Lower,133 MacEdon Rd,945000,-37.764,145.1145,h,13.8,Manningham,Not found
7952,Templestowe Lower,1 Beacon Ct,975000,-37.7625,145.1256,h,13.8,Manningham,Not found
7953,Templestowe Lower,3 Buller Tce,1211000,-37.767,145.1097,h,13.8,Manningham,Not found
7955,Templestowe Lower,135 MacEdon Rd,1100000,-37.7639,145.1145,h,13.8,Manningham,Not found
7956,Templestowe Lower,5 Michael St,1155000,-37.77,145.1089,h,13.8,Manningham,Not found
7958,Templestowe Lower,3 Astley St,920000,-37.7613,145.1047,h,13.8,Manningham,Not found
7960,Templestowe Lower,30 Waratah Dr,940000,-37.7611,145.1168,h,13.8,Manningham,Not found
7961,Templestowe Lower,9 Esther St,1053000,-37.7656,145.1017,h,13.8,Manningham,Not found
7963,Templestowe Lower,15 Killarney Rd,1002000,-37.7698,145.1028,h,13.8,Manningham,Not found
7968,Templestowe Lower,20 Astley St,1209000,-37.7617,145.1065,h,13.8,Manningham,Not found
7969,Templestowe Lower,62 Hodgson St,2080000,-37.7625,145.1043,h,13.8,Manningham,Not found
7971,Templestowe Lower,30 Jeffrey St,1050000,-37.7647,145.1051,h,13.8,Manningham,Not found
7972,Templestowe Lower,5 MacRobertson St,1118000,-37.7595,145.1176,h,13.8,Manningham,Not found
7973,Templestowe Lower,31 Sassafras Dr,1070000,-37.7683,145.1188,h,13.8,Manningham,Not found
7974,Templestowe Lower,208 Templestowe Rd,903000,-37.7564,145.1043,h,13.8,Manningham,Not found
7975,Templestowe Lower,4 Caroline Dr,1220000,-37.7668,145.1086,h,13.8,Manningham,Not found
7976,Templestowe Lower,6 Exeter Cl,1222000,-37.7704,145.1247,h,13.8,Manningham,Not found
7978,Templestowe Lower,205 High St,2025000,-37.7726,145.1149,h,13.8,Manningham,Not found
7981,Templestowe Lower,26 Horsfall St,1650000,-37.7647,145.1186,h,13.8,Manningham,Not found
7982,Templestowe Lower,78 Olympus Dr,1182500,-37.7764,145.1216,h,13.8,Manningham,Not found
7983,Templestowe Lower,132 Templestowe Rd,1020000,-37.7557,145.0957,h,13.8,Manningham,Not found
7985,Templestowe Lower,22 Hazel Dr,838000,-37.7699,145.1081,h,13.8,Manningham,Not found
7986,Templestowe Lower,23 Hotham St,650000,-37.7709,145.1104,h,13.8,Manningham,Not found
7987,Templestowe Lower,49 Howitt Dr,870000,-37.7629,145.112,h,13.8,Manningham,Not found
7989,Templestowe Lower,16 Rosa St,1509000,-37.7714,145.1141,h,13.8,Manningham,Not found
7992,Templestowe Lower,64 MacEdon Rd,1358500,-37.7701,145.1131,h,13.8,Manningham,Not found
8193,Viewbank,52 Rosemar Cct,910000,-37.735,145.0921,h,13.8,Banyule,Not found
8194,Viewbank,4 The Glade,960000,-37.7322,145.0995,h,13.8,Banyule,Not found
8196,Viewbank,42 Graham Rd,1010000,-37.7419,145.083,h,13.8,Banyule,Yes
8197,Viewbank,81 Martins La,880000,-37.7327,145.0913,h,13.8,Banyule,Not found
8198,Viewbank,85 Martins La,920250,-37.7328,145.0916,h,13.8,Banyule,Not found
8199,Viewbank,9 Rosebud Pde,1080000,-37.7389,145.0861,h,13.8,Banyule,Yes
8200,Viewbank,37 Eamon Dr,770000,-37.7376,145.0895,h,13.8,Banyule,Not found
8201,Viewbank,14 Rosemary Ct,730000,-37.7297,145.0946,h,13.8,Banyule,Not found
8202,Viewbank,24 Martins La,820000,-37.7324,145.0862,h,13.8,Banyule,Yes
8203,Viewbank,26 Lyon Rd,1102500,-37.7373,145.0847,h,13.8,Banyule,Yes
8204,Viewbank,20 Robern Pde,1005000,-37.7395,145.0875,h,13.8,Banyule,Yes
8208,Viewbank,17 Lena St,765000,-37.7396,145.0885,h,13.8,Banyule,Yes
8209,Viewbank,19 Lena St,920000,-37.7396,145.0884,h,13.8,Banyule,Yes
8211,Viewbank,3 Norma Ct,895000,-37.7346,145.093,h,13.8,Banyule,Not found
8212,Viewbank,15 Christine St,775000,-37.7405,145.0886,h,13.8,Banyule,Yes
8216,Viewbank,42 Lyon Rd,1042500,-37.7363,145.0851,h,13.8,Banyule,Yes
8217,Viewbank,24 Northwood Dr,1025000,-37.7378,145.0955,h,13.8,Banyule,Not found
8218,Viewbank,11 Grantham Rd,940000,-37.7319,145.0907,h,13.8,Banyule,Not found
8219,Viewbank,44 Martins La,895000,-37.7326,145.0881,h,13.8,Banyule,Yes
8220,Viewbank,40 Castleton Rd,820000,-37.7314,145.0941,h,13.8,Banyule,Not found
8222,Viewbank,159 Graham Rd,870000,-37.7343,145.0837,h,13.8,Banyule,Yes
8223,Viewbank,111 Rutherford Rd,1085000,-37.7397,145.0934,h,13.8,Banyule,Not found
8224,Viewbank,12 Rosemary Ct,915000,-37.7298,145.0947,h,13.8,Banyule,Not found
8225,Viewbank,3 The Nook,1050000,-37.7375,145.0917,h,13.8,Banyule,Not found
8228,Watsonia,4 French Ct,660000,-37.7137,145.0778,h,14.9,Banyule,Yes
8229,Watsonia,57 Frensham Rd,581000,-37.7148,145.0851,h,14.9,Banyule,Yes
8231,Watsonia,9 Grace St,1000000,-37.7104,145.0817,h,14.9,Banyule,Yes
8232,Watsonia,17 Longmuir Rd,785000,-37.7114,145.0885,h,14.9,Banyule,Yes
8233,Watsonia,5 Sarong St,600000,-37.7166,145.0837,h,14.9,Banyule,Yes
8234,Watsonia,2/21 High St,690000,-37.7078,145.0807,h,14.9,Banyule,Yes
8235,Watsonia,1/42 Wattle Dr,582000,-37.7163,145.0768,h,14.9,Banyule,Yes
8236,Watsonia,7 French Ct,740000,-37.7135,145.0783,h,14.9,Banyule,Yes
8237,Watsonia,56 Frensham Rd,671000,-37.7153,145.0854,h,14.9,Banyule,Yes
8238,Watsonia,1 Meagher St,741000,-37.7072,145.0855,h,14.9,Banyule,Yes
8239,Watsonia,18 Temby St,706000,-37.7094,145.0877,h,14.9,Banyule,Yes
8240,Watsonia,2 Thompson St,725000,-37.7088,145.0893,h,14.9,Banyule,Yes
8241,Watsonia,45 Grace St,808000,-37.7101,145.0785,h,14.9,Banyule,Yes
8242,Watsonia,4 Ananda Ct,711000,-37.7147,145.0752,h,14.9,Banyule,Yes
8244,Watsonia,3 Tennyson St,1040000,-37.7085,145.0824,h,14.9,Banyule,Yes
8245,Watsonia,11 Leafield St,1171000,-37.7122,145.0765,h,14.9,Banyule,Yes
8246,Watsonia,1 Papua St,662000,-37.7118,145.088,h,14.9,Banyule,Yes
8247,Watsonia,16 Castlereagh Pl,800000,-37.7023,145.0775,h,14.9,Banyule,Yes
8249,Watsonia,18 Papua St,922000,-37.7112,145.0869,h,14.9,Banyule,Yes
8251,Watsonia,295 Greenwood Dr,860500,-37.7084,145.0788,h,14.9,Banyule,Yes
8253,Watsonia,4 Papua St,702000,-37.7115,145.088,h,14.9,Banyule,Yes
8254,Watsonia,49 Wattle Dr,627500,-37.7165,145.0759,h,14.9,Banyule,Yes
8255,Watsonia,1 Elder St,632000,-37.711,145.0854,h,14.9,Banyule,Yes
8256,Watsonia,14 Illoura St,601000,-37.7163,145.087,h,14.9,Banyule,Yes
8259,Watsonia,28 Papua St,701000,-37.7112,145.0861,h,14.9,Banyule,Yes
8260,Watsonia,5 Princes St,645000,-37.7065,145.0825,h,14.9,Banyule,Yes
8261,Watsonia,36 Powley Pde,838000,-37.7161,145.0804,h,14.9,Banyule,Yes
8419,Yallambie,11 Tarcoola Dr,700000,-37.7251,145.1053,h,15.0,Banyule,Yes
8420,Yallambie,8 Ovata Cl,915000,-37.7198,145.1034,h,15.0,Banyule,Yes
8424,Yallambie,70 Tarcoola Dr,810000,-37.7216,145.1066,h,15.0,Banyule,Yes
8425,Yallambie,267 Yallambie Rd,753000,-37.7233,145.1045,h,15.0,Banyule,Yes
8426,Yallambie,340 Yallambie Rd,602500,-37.7279,145.1017,h,15.0,Banyule,Not found
8427,Yallambie,4 Coleen St,742000,-37.7305,145.081,h,15.0,Banyule,Yes
8428,Yallambie,36 Longacres Rd,953000,-37.7302,145.0883,h,15.0,Banyule,Yes
8429,Yallambie,5 Kurdian Ct,840000,-37.7218,145.108,h,15.0,Banyule,Yes
8430,Yallambie,2 Debra Ct,650000,-37.731,145.0811,h,15.0,Banyule,Yes
8431,Yallambie,342 Yallambie Rd,793000,-37.728,145.1017,h,15.0,Banyule,Not found
8432,Yallambie,4 Melliodora Pl,731000,-37.7195,145.1034,h,15.0,Banyule,Yes
8434,Yallambie,5 Crew St,710000,-37.7306,145.0854,h,15.0,Banyule,Yes
8437,Yallambie,252 Yallambie Rd,720000,-37.7225,145.1037,h,15.0,Banyule,Yes
8438,Yallambie,5 Binalong Ct,720000,-37.7214,145.1034,h,15.0,Banyule,Yes
8439,Yallambie,27 Ovata Cl,936000,-37.72,145.1014,h,15.0,Banyule,Yes
8441,Yallambie,17 Marigolds Rd,800000,-37.7285,145.0845,h,15.0,Banyule,Yes
8442,Yallambie,5 Amanda Ct,721000,-37.7303,145.0823,h,15.0,Banyule,Yes
8664,Campbellfield,11 Bailey Ct,368000,-37.6783,144.9672,h,14.5,Hume,Not found
8666,Campbellfield,7 Keown Ct,455000,-37.6804,144.9664,h,14.5,Hume,Not found
8748,Fawkner,3 Lovely St,670000,-37.7007,144.9632,h,12.4,Moreland,Yes
8749,Fawkner,220 McBryde St,645000,-37.7009,144.9776,h,12.4,Moreland,Yes
8750,Fawkner,73 Argyle St,687000,-37.7174,144.9664,h,12.4,Moreland,Yes
8753,Fawkner,1b McDougall St,378000,-37.7049,144.9638,h,12.4,Moreland,Yes
8754,Fawkner,4 Lord St,585000,-37.6985,144.9615,h,12.4,Moreland,Yes
8756,Fawkner,20 Penn Ct,662000,-37.7034,144.9663,h,12.4,Moreland,Yes
8757,Fawkner,46 Percy St,615000,-37.7076,144.9753,h,12.4,Moreland,Yes
8759,Fawkner,45 Denys St,650000,-37.7006,144.9697,h,12.4,Moreland,Yes
8760,Fawkner,17 James St,665000,-37.7104,144.9733,h,12.4,Moreland,Yes
8761,Fawkner,84 Lynch Rd,640000,-37.7111,144.9664,h,12.4,Moreland,Yes
8762,Fawkner,73 Major Rd,526000,-37.7075,144.9678,h,12.4,Moreland,Yes
8763,Fawkner,13 Mutton Rd,540000,-37.7141,144.9677,h,12.4,Moreland,Yes
8764,Fawkner,45 Bruce St,540000,-37.7082,144.9725,h,12.4,Moreland,Yes
8765,Fawkner,3 Brian St,625000,-37.695,144.9676,h,12.4,Moreland,Yes
8766,Fawkner,101 Denys St,681000,-37.6996,144.9605,h,12.4,Moreland,Yes
8767,Fawkner,159 Jukes Rd,690000,-37.7015,144.9625,h,12.4,Moreland,Yes
8768,Fawkner,151 McBryde St,640000,-37.7043,144.9769,h,12.4,Moreland,Yes
8769,Fawkner,87 McBryde St,660000,-37.7095,144.9757,h,12.4,Moreland,Yes
8770,Fawkner,53 Queens Pde,783000,-37.7194,144.9678,h,12.4,Moreland,Yes
8771,Fawkner,18 Pitt St,635000,-37.7102,144.9703,h,12.4,Moreland,Yes
8775,Fawkner,13 McDougall St,619000,-37.7038,144.9638,h,12.4,Moreland,Yes
8777,Fawkner,1 Imaroo St,570500,-37.7185,144.9754,h,12.4,Moreland,Yes
8779,Fawkner,62 Dowding Cl,615000,-37.697,144.9655,h,12.4,Moreland,Yes
8780,Fawkner,39 Lynch Rd,751000,-37.712,144.9719,h,12.4,Moreland,Yes
8781,Fawkner,250 McBryde St,609000,-37.6989,144.9779,h,12.4,Moreland,Yes
8782,Fawkner,3 Penn Ct,605000,-37.7022,144.9669,h,12.4,Moreland,Yes
8783,Fawkner,37 Pitt St,691500,-37.7086,144.9704,h,12.4,Moreland,Yes
8784,Fawkner,106 Jukes Rd,850000,-37.7017,144.9676,h,12.4,Moreland,Yes
8786,Fawkner,6 Lock St,752500,-37.7106,144.9682,h,12.4,Moreland,Yes
8787,Fawkner,3 Syndal St,650000,-37.7144,144.9737,h,12.4,Moreland,Yes
8788,Fawkner,16 Janice Ct,538000,-37.6912,144.9623,h,12.4,Hume,Yes
8789,Fawkner,21 Penn Ct,750000,-37.7034,144.9666,h,12.4,Moreland,Yes
8790,Fawkner,1 James St,650000,-37.7115,144.9731,h,12.4,Moreland,Yes
8792,Fawkner,30 Tucker St,771000,-37.7089,144.9695,h,12.4,Moreland,Yes
8793,Fawkner,1/11 Brockley Rd,400000,-37.7161,144.9662,h,12.4,Moreland,Yes
8794,Fawkner,17 Edward St,527000,-37.7083,144.9644,h,12.4,Moreland,Yes
8796,Fawkner,82 Lorne St,860000,-37.7156,144.9708,h,12.4,Moreland,Yes
8797,Fawkner,94 Major Rd,515000,-37.7071,144.9666,h,12.4,Moreland,Yes
8798,Fawkner,10 Patricia Dr,617000,-37.6973,144.962,h,12.4,Moreland,Yes
8799,Fawkner,162 Anderson Rd,550000,-37.6949,144.9619,h,12.4,Moreland,Yes
8801,Fawkner,41 Murray St,643000,-37.7054,144.963,h,12.4,Moreland,Yes
8802,Fawkner,34a Preston St,631000,-37.6994,144.9686,h,12.4,Moreland,Yes
8803,Fawkner,89 Marlborough St,782000,-37.718,144.9642,h,12.4,Moreland,Yes
8804,Fawkner,256 McBryde St,640000,-37.6985,144.9778,h,12.4,Moreland,Yes
8806,Fawkner,19 Stanford Cl,700500,-37.6963,144.9645,h,12.4,Moreland,Yes
8807,Fawkner,12 Brockley Rd,532000,-37.716,144.9666,h,12.4,Moreland,Yes
8808,Fawkner,6 Brockley Rd,575000,-37.7164,144.9666,h,12.4,Moreland,Yes
8809,Fawkner,2 Murray St,562000,-37.7056,144.9671,h,12.4,Moreland,Yes
8810,Fawkner,106 William St,620000,-37.6978,144.9686,h,12.4,Moreland,Yes
8811,Fawkner,14 Baird St,655000,-37.7063,144.9712,h,12.4,Moreland,Yes
8812,Fawkner,12 Selola Ct,652500,-37.6968,144.9674,h,12.4,Moreland,Yes
8813,Fawkner,13 Brockley Rd,1010000,-37.716,144.9663,h,12.4,Moreland,Yes
8814,Fawkner,15 Dowding Cl,480000,-37.6972,144.9634,h,12.4,Moreland,Yes
8911,Heidelberg,22 Almay Gr,1220000,-37.7504,145.0643,h,10.6,Banyule,Yes
8916,Heidelberg,95 Rosanna Rd,1705000,-37.7502,145.0706,h,10.6,Banyule,Yes
8917,Heidelberg,7/75 Rosanna Rd,490000,-37.7518,145.0698,h,10.6,Banyule,Yes
8919,Heidelberg,13 Hodgson St,1110000,-37.752,145.0722,h,10.6,Banyule,Yes
8922,Heidelberg,13 Edgar St,750000,-37.7494,145.0703,h,10.6,Banyule,Yes
8923,Heidelberg,50 Manton St,1115000,-37.7476,145.0676,h,10.6,Banyule,Yes
8924,Heidelberg,35 Beverley Rd,1000000,-37.7518,145.0768,h,10.6,Banyule,Yes
8927,Heidelberg,6 Bolden St,1401000,-37.7539,145.0577,h,10.6,Banyule,Yes
8929,Heidelberg,34 Martin St,1031000,-37.7523,145.0604,h,10.6,Banyule,Yes
8931,Heidelberg,2/172 Cape St,655000,-37.7514,145.0689,h,10.6,Banyule,Yes
8932,Heidelberg,10 Cleve Gr,1195000,-37.7507,145.062,h,10.6,Banyule,Yes
8933,Heidelberg,1/14 Edgar St,850000,-37.7491,145.0702,h,10.6,Banyule,Yes
8935,Heidelberg,55 Hodgson St,1076000,-37.749,145.0731,h,10.6,Banyule,Yes
8936,Heidelberg,14 Scarborough Dr,1362000,-37.7446,145.0844,h,10.6,Banyule,Yes
8938,Heidelberg,57 Martin St,1375000,-37.7502,145.0605,h,10.6,Banyule,Yes
8939,Heidelberg,14 Adamson St,1400000,-37.748,145.0625,h,10.6,Banyule,Yes
8941,Heidelberg,36 Buckingham Dr,1030000,-37.7501,145.0822,h,10.6,Banyule,Yes
8942,Heidelberg,175 Cape St,1455000,-37.7509,145.0679,h,10.6,Banyule,Yes
8943,Heidelberg,34 Quinn St,1125000,-37.7502,145.0718,h,10.6,Banyule,Yes
8965,Jacana,39 Emu Pde,551000,-37.6885,144.9092,h,14.5,Hume,Yes
8967,Jacana,147 Sunset Bvd,350000,-37.6866,144.9086,h,14.5,Hume,Yes
8971,Jacana,108 Sunset Bvd,425000,-37.687,144.9084,h,14.5,Hume,Yes
8972,Jacana,16 Gavin St,537000,-37.6876,144.9095,h,14.5,Hume,Yes
8973,Jacana,3 Fidge Ct,600000,-37.6904,144.9121,h,14.5,Hume,Yes
8974,Jacana,15 Bliburg St,460000,-37.6889,144.9109,h,14.5,Hume,Yes
8975,Jacana,1 Robinson St,611000,-37.6862,144.913,h,14.5,Hume,Yes
8977,Jacana,25 Bliburg St,495000,-37.6878,144.9112,h,14.5,Hume,Yes
8978,Jacana,17 Sunset Bvd,472500,-37.6909,144.9136,h,14.5,Hume,Yes
8979,Jacana,58 Bliburg St,421000,-37.6864,144.9111,h,14.5,Hume,Yes
8982,Kingsbury,46 Dunne St,980000,-37.7143,145.039,h,12.4,Darebin,Not found
8983,Kingsbury,24 Stymie St,1000000,-37.7147,145.0296,h,12.4,Darebin,Yes
8984,Kingsbury,53 Scott Gr,731000,-37.717,145.0312,h,12.4,Darebin,Not found
8985,Kingsbury,101 The Fairway,610000,-37.7126,145.03,h,12.4,Darebin,Yes
8988,Kingsbury,36 Scott Gr,690000,-37.7174,145.0361,h,12.4,Darebin,Not found
8991,Kingsbury,93 The Fairway,607500,-37.7125,145.0306,h,12.4,Darebin,Yes
8992,Kingsbury,33 Clunes St,705500,-37.7159,145.0389,h,12.4,Darebin,Not found
9022,Murrumbeena,537 Neerim Rd,1500000,-37.8918,145.0769,h,12.1,Glen Eira,Yes
9023,Murrumbeena,11 Perth St,1470000,-37.8868,145.0688,h,12.1,Glen Eira,Yes
9026,Murrumbeena,9 Stewart St,820000,-37.8968,145.075,h,12.1,Glen Eira,Yes
9032,Murrumbeena,38 Dalny Rd,1060000,-37.9027,145.0684,h,12.1,Glen Eira,Yes
9035,Murrumbeena,15 Thaxted Rd,1430000,-37.8991,145.0686,h,12.1,Glen Eira,Yes
9036,Murrumbeena,6/21 Adelaide St,435000,-37.8875,145.0676,h,12.1,Glen Eira,Yes
9037,Murrumbeena,17 Howe St,1370000,-37.8959,145.0736,h,12.1,Glen Eira,Yes
9039,Murrumbeena,18 Spark St,1355000,-37.8996,145.0716,h,12.1,Glen Eira,Yes
9041,Murrumbeena,12 Wahroongaa Rd,1420000,-37.8887,145.0718,h,12.1,Glen Eira,Yes
9042,Murrumbeena,21 Ardyne St,1610000,-37.8932,145.0681,h,12.1,Glen Eira,Yes
9044,Murrumbeena,199 Poath Rd,910500,-37.898,145.0759,h,12.1,Glen Eira,Yes
9048,Murrumbeena,3/14 Wilson St,685000,-37.8888,145.0743,h,12.1,Glen Eira,Yes
9052,Murrumbeena,22 Lydson St,1365000,-37.8955,145.0742,h,12.1,Glen Eira,Yes
9054,Murrumbeena,22 Brett St,1300000,-37.9055,145.0691,h,12.1,Glen Eira,Yes
9057,Murrumbeena,32 Leura St,861500,-37.9033,145.0727,h,12.1,Glen Eira,Yes
9059,Murrumbeena,19 Wahroongaa Rd,1670000,-37.8885,145.0726,h,12.1,Glen Eira,Yes
9060,Murrumbeena,1 Donal St,1400000,-37.906,145.074,h,12.1,Glen Eira,Yes
9061,Murrumbeena,3/59 Poath Rd,692000,-37.8929,145.0765,h,12.1,Glen Eira,Yes
9063,Murrumbeena,226 Murrumbeena Rd,1076000,-37.9012,145.0646,h,12.1,Glen Eira,Yes
9064,Murrumbeena,49 Dalny Rd,1100000,-37.902,145.0705,h,12.1,Glen Eira,Yes
9067,Murrumbeena,22 Victory St,1090000,-37.9031,145.0668,h,12.1,Glen Eira,Yes
9068,Murrumbeena,26 Innellan Rd,1220000,-37.8943,145.0689,h,12.1,Glen Eira,Yes
9070,Murrumbeena,525a Neerim Rd,1800000,-37.8916,145.0753,h,12.1,Glen Eira,Yes
9074,Murrumbeena,12 Omama Rd,1641000,-37.8897,145.0709,h,12.1,Glen Eira,Yes
9076,Murrumbeena,3 Short St,1260000,-37.8904,145.0729,h,12.1,Glen Eira,Yes
9077,Ormond,208 Booran Rd,1401000,-37.8986,145.0359,h,11.8,Glen Eira,Yes
9079,Ormond,17 Murray Rd,2250000,-37.9062,145.0263,h,11.8,Glen Eira,Yes
9080,Ormond,37 Thompson St,1715000,-37.9035,145.028,h,11.8,Glen Eira,Yes
9081,Ormond,21 Tyrone St,1960000,-37.9071,145.046,h,11.8,Glen Eira,Yes
9085,Ormond,4 Thompson St,1708000,-37.9058,145.028,h,11.8,Glen Eira,Yes
9086,Ormond,1/316 Tucker Rd,758000,-37.9063,145.0535,h,11.8,Glen Eira,Yes
9088,Ormond,9 Queen St,1920000,-37.9066,145.0354,h,11.8,Glen Eira,Yes
9089,Ormond,1 Bethell St,1256000,-37.9064,145.0287,h,11.8,Glen Eira,Yes
9090,Ormond,15 Tyrone St,1918000,-37.9065,145.0461,h,11.8,Glen Eira,Yes
9092,Ormond,27 Bewdley St,1875000,-37.9063,145.0493,h,11.8,Glen Eira,Yes
9094,Ormond,32a Bewdley St,1250000,-37.906,145.0497,h,11.8,Glen Eira,Yes
9095,Ormond,13 Stewart St,1360000,-37.9056,145.0288,h,11.8,Glen Eira,Yes
9096,Ormond,37 Lewis St,1770000,-37.9088,145.0471,h,11.8,Glen Eira,Yes
9098,Ormond,9 Ruby St,1836000,-37.9061,145.0329,h,11.8,Glen Eira,Yes
9106,Ormond,2/43 Ulupna Rd,810000,-37.9001,145.0428,h,11.8,Glen Eira,Yes
9107,Ormond,16 Wallen Rd,1322000,-37.9036,145.0521,h,11.8,Glen Eira,Yes
9108,Ormond,3a Fraser St,861000,-37.9026,145.0364,h,11.8,Glen Eira,Yes
9109,Ormond,616 North Rd,765000,-37.9045,145.0426,h,11.8,Glen Eira,Yes
9111,Ormond,58 Draper St,1845000,-37.9061,145.0509,h,11.8,Glen Eira,Yes
9112,Ormond,16 Sherwood St,1535000,-37.9047,145.0274,h,11.8,Glen Eira,Yes
9113,Ormond,21 Stewart St,2005000,-37.905,145.029,h,11.8,Glen Eira,Yes
9115,Ormond,245 Grange Rd,1500000,-37.8993,145.0447,h,11.8,Glen Eira,Yes
9117,Ormond,13 Parker St,1390000,-37.9032,145.049,h,11.8,Glen Eira,Yes
9118,Ormond,2 Stewart St,940000,-37.9064,145.0291,h,11.8,Glen Eira,Yes
9122,Ormond,48 Stewart St,1850000,-37.9033,145.0296,h,11.8,Glen Eira,Yes
9127,Ormond,1 Blackshaw St,1668000,-37.9092,145.0507,h,11.8,Glen Eira,Yes
9129,Ormond,1 Carcoola Ct,1470000,-37.9071,145.0439,h,11.8,Glen Eira,Yes
9130,Ormond,55 Carlyon St,981000,-37.9048,145.0418,h,11.8,Glen Eira,Yes
9136,Ormond,41 Queen St,1690000,-37.9043,145.0358,h,11.8,Glen Eira,Yes
9138,Ormond,2 Wimmera St,1177000,-37.9024,145.0539,h,11.8,Glen Eira,Yes
9141,Ormond,19 Anthony St,2050000,-37.9061,145.0366,h,11.8,Glen Eira,Yes
9212,Albion,7 Dalworth St,765000,-37.7812,144.8121,h,13.9,Brimbank,Yes
9213,Albion,14 Delmont St,730000,-37.7801,144.8121,h,13.9,Brimbank,Yes
9214,Albion,12 Wyalong St,730000,-37.7778,144.818,h,13.9,Brimbank,Yes
9215,Albion,29 Norwood St,593000,-37.7792,144.8117,h,13.9,Brimbank,Yes
9216,Albion,25 Sydney St,816000,-37.7825,144.8221,h,13.9,Brimbank,Yes
9217,Albion,60 Sydney St,720000,-37.7801,144.8229,h,13.9,Brimbank,Yes
9219,Albion,27 Burnewang St,670000,-37.7835,144.8176,h,13.9,Brimbank,Yes
9221,Albion,13 Maylands St,685000,-37.7765,144.8175,h,13.9,Brimbank,Yes
9222,Albion,12 Coolamon St,600000,-37.7795,144.8204,h,13.9,Brimbank,Yes
